Student_name,Student_letter_grade,Student_final_grade,final_exam_score,midterm_grade,midterm_letter_grade,midterm_exam_score,weely_hours_spent_studying _class,weekly_hours_spent_studying_general,weekly_hw_hours_general,weekly_hours_on_hw_class,effort_in_class,effort_outof_class,Study_group,Weekly_time_with_SG,low_sleep,high_sleep,exercise,taken_class_before,feelings_towards_teacher,student_height,student_weight,student_eyecolor,student_average_hw_grade,student_ID,student_credit_hours,student_nickname,student_nickname_ID,student_gpa,student_gpa_before,student_gpa_after,student_seated_row,student_seated_side,A
Caspian Beard,F,43.91,88.30,71,C-,72.79,10,20,3,3,High,Medium,N,21,3,9,N,N,,very short,290.53,brown,55,67EUQB,10,Christopher,Christopher67EUQB,0.37,0.37,2.84,11,Left,
Lacey-Mai Stephenson,F,29.59,20.51,72,C-,88.27,18,12,6,3,High,Low,N,12,1,8,N,N,,tall,193.97,green,87,CZ3GMF,2,Lauren,LaurenCZ3GMF,2.11,2.11,0.80,8,Right,
Beatrice Timms,F,58.02,72.25,93,A-,61.34,10,18,11,15,High,High,N,26,6,8,N,N,,tall,201.90,brown,4,1XYW0Q,18,Amalia,Amalia1XYW0Q,0.86,0.86,2.09,14,Right,
Louise Davies,F,50.43,39.68,85,B,74.15,3,1,11,2,Medium,High,N,16,3,11,Y,N,,short,73.48,blue,6,UZBTT4,12,Gabrielle,GabrielleUZBTT4,0.22,0.22,0.24,16,Mid,
Jeff Conner,F,8.06,2.94,51,F,10.95,1,7,14,4,Medium,Low,N,35,6,7,Y,N,,above average height,195.44,blue,80,XZTAUG,15,Saim,SaimXZTAUG,3.88,3.88,2.07,16,Right,
Aizah Jarvis,D+,67.10,97.22,18,F,25.49,20,13,13,14,Medium,High,Y,23,6,8,N,N,,tallish,222.40,brown,40,E2U81V,12,Inez,InezE2U81V,2.55,2.55,2.08,7,Right,
Victoria Dougherty,F,20.69,57.36,91,A-,33.38,17,16,0,9,High,Medium,Y,10,6,10,N,N,,tall,133.94,blue,17,5C00RR,4,Evie-Rose,Evie-Rose5C00RR,1.91,1.91,3.91,16,Right,
Lewis Crane,A,96.19,32.97,47,F,81.63,6,12,11,8,High,Low,Y,36,1,7,Y,Y,,above average height,289.88,green,89,AGO8L7,15,Shanelle,ShanelleAGO8L7,2.54,2.54,2.14,12,Right,
Fiza Kaufman,B,83.53,41.03,51,F,3.61,2,8,20,16,Medium,High,N,20,6,11,N,Y,,tallish,12.20,blue,69,O080YU,11,Maliha,MalihaO080YU,0.07,0.07,3.84,14,Mid,
Maysa Downes,F,33.18,8.16,93,A,75.55,5,0,5,12,Low,Medium,N,33,6,8,N,Y,,medium height,278.70,brown,37,75L9HL,12,Olivia,Olivia75L9HL,1.55,1.55,1.27,14,Left,
Christos Lawson,B+,86.91,3.50,36,F,54.32,18,8,13,10,Low,Medium,N,22,1,7,N,N,,tall,192.49,brown,21,IQ23HI,1,Brookes,BrookesIQ23HI,2.86,2.86,3.59,15,Mid,
Rajveer Perry,F,11.34,68.47,59,F,0.03,4,9,16,15,Medium,Low,Y,29,6,10,Y,N,,about average height,298.09,brown,35,P5SDNA,10,Slater,SlaterP5SDNA,0.13,0.13,1.60,12,Left,
Jaden Delaney,C-,71.87,78.04,23,F,7.79,20,20,11,14,Low,Low,Y,20,5,9,N,N,,shortish,283.93,blue,19,ESXQC9,10,Shepard,ShepardESXQC9,3.09,3.09,0.62,2,Mid,
Aston Norton,F,11.33,55.09,34,F,53.06,15,8,8,20,High,Low,Y,28,3,8,N,Y,,below average height,2.77,green,40,98B1W1,18,Kim,Kim98B1W1,2.10,2.10,0.39,15,Right,
Annabel Gay,D,65.05,88.60,24,F,29.64,10,5,6,15,Medium,Medium,N,13,3,10,Y,N,,very tall,230.00,blue,8,M5V68A,8,Crosby,CrosbyM5V68A,0.55,0.55,3.73,11,Left,
Akbar Contreras,B-,79.76,12.19,90,B+,89.03,0,15,5,19,High,High,N,30,2,11,Y,Y,,medium height,167.17,blue,64,4M6RGD,15,Monroe,Monroe4M6RGD,3.71,3.71,1.75,5,Right,
Sila Hooper,F,0.03,16.00,36,F,97.77,15,5,7,9,Medium,High,N,28,3,7,N,N,,shortish,236.47,brown,87,5JD6GN,3,Guzman,Guzman5JD6GN,2.40,2.40,1.75,1,Right,
Keiren Begum,A-,91.27,71.47,9,F,38.63,15,9,7,6,Low,Low,Y,1,4,10,Y,N,,very tall,251.32,blue,37,BB2TBR,16,Lane,LaneBB2TBR,1.06,1.06,3.28,3,Right,
Mohammod Wyatt,F,4.48,6.11,28,F,11.66,4,3,17,19,Medium,Medium,Y,38,6,9,N,Y,,tall,101.36,blue,85,0AX9Z2,15,Salter,Salter0AX9Z2,3.63,3.63,0.65,4,Mid,
Shantelle Harrell,F,36.30,72.82,92,A-,36.41,1,18,9,18,Medium,Low,Y,26,6,7,Y,N,,shortish,203.49,blue,28,KCA6IG,17,Hensley,HensleyKCA6IG,0.66,0.66,1.22,1,Mid,
Stefanie Cobb,F,52.40,57.84,44,F,21.86,16,10,10,10,High,Medium,N,5,5,9,Y,Y,,below average height,44.76,brown,88,WBSWT2,22,Vance,VanceWBSWT2,2.94,2.94,1.65,8,Mid,
Benedict Rossi,F,43.13,11.58,2,F,71.85,20,9,13,17,High,Low,N,26,1,9,Y,Y,,tall,144.43,brown,2,4ETU07,13,Rossi,Rossi4ETU07,1.02,1.02,1.74,2,Left,
Edwin House,A,94.89,93.41,7,F,71.20,10,6,15,18,High,Medium,N,22,3,10,N,Y,,below average height,42.15,brown,39,4OZCQ3,19,Griffiths,Griffiths4OZCQ3,1.16,1.16,2.18,15,Right,
Rayhan Fry,F,22.27,29.06,99,A,15.54,20,5,4,14,Medium,Low,Y,19,5,10,Y,N,,tall,235.71,blue,65,E6SZZY,9,Munro,MunroE6SZZY,1.86,1.86,1.28,1,Right,
Claire Riggs,F,52.18,53.38,78,C+,85.86,12,3,12,6,Medium,High,Y,28,2,10,N,N,,very tall,52.04,blue,61,1RMRCL,6,Clements,Clements1RMRCL,3.17,3.17,2.51,3,Mid,
Colette Lester,D-,62.24,79.01,9,F,86.19,2,20,7,16,High,Low,N,18,4,11,N,Y,,about average height,168.76,green,29,LWY0UC,14,Wyatt,WyattLWY0UC,0.69,0.69,3.89,6,Right,
Borys Wilkins,A,97.72,59.08,89,B+,42.71,18,19,5,12,High,Low,N,38,2,11,Y,Y,,shortish,270.88,blue,63,MH6UV9,19,Briggs,BriggsMH6UV9,0.24,0.24,1.81,8,Mid,
Olivia-Mae Delarosa,F,22.44,28.26,75,C,29.03,12,14,0,4,High,High,N,15,6,8,N,N,,tall,47.66,green,35,TW6DS1,4,Oneil,OneilTW6DS1,2.14,2.14,3.40,2,Mid,
Donald Ball,F,16.89,99.22,58,F,53.13,18,14,11,8,Medium,Low,Y,24,6,8,Y,N,,short,178.17,brown,59,SJ1HG0,20,Carson,CarsonSJ1HG0,3.68,3.68,3.79,3,Mid,
Baxter Byrne,F,52.78,11.33,93,A,67.56,11,14,7,17,Low,High,N,20,5,9,Y,N,,about average height,261.09,blue,20,NZPSAS,2,Gross,GrossNZPSAS,2.21,2.21,0.56,2,Left,
Zakariya Herring,D-,62.08,36.10,92,A-,56.17,16,12,20,11,Low,Low,N,8,5,9,Y,Y,,very short,283.84,brown,63,0W86M1,9,Roman,Roman0W86M1,0.29,0.29,0.27,9,Left,
Alys Lowe,F,50.85,14.74,59,F,60.94,12,5,1,15,Low,Medium,N,18,4,9,Y,Y,,about average height,105.66,brown,30,IDAIU4,18,Guevara,GuevaraIDAIU4,0.05,0.05,1.43,9,Left,
Vickie Luna,F,37.42,21.40,34,F,96.11,18,16,12,12,Medium,High,N,15,6,11,Y,Y,,tallish,247.64,brown,33,JAHXUE,1,Mcfadden,McfaddenJAHXUE,3.66,3.66,1.64,10,Right,
Ameera Burn,D,63.75,87.86,33,F,84.58,0,17,0,4,Low,Low,N,30,5,8,N,Y,,tall,2.61,blue,86,F2GKPI,13,Howarth,HowarthF2GKPI,0.14,0.14,3.24,12,Right,
Hiba Quinn,D,65.45,76.07,54,F,47.53,5,16,13,19,High,Medium,Y,16,6,11,Y,N,,short,163.56,green,18,4AA9DT,20,Corona,Corona4AA9DT,3.83,3.83,0.46,6,Mid,
Zayd Paul,F,59.37,8.76,17,F,26.24,12,17,12,6,High,High,Y,4,5,10,Y,N,,about average height,1.91,blue,80,X2NWW7,2,Chaney,ChaneyX2NWW7,3.10,3.10,3.67,1,Mid,
Ruby-May Weiss,C,75.38,74.61,71,C-,91.09,9,10,10,8,Low,Medium,Y,25,4,10,Y,N,,below average height,75.63,blue,37,AC6NYS,17,Goulding,GouldingAC6NYS,3.25,3.25,0.72,2,Mid,
Izabela Waller,D,62.74,82.10,36,F,83.93,16,14,11,20,High,High,Y,28,1,9,N,Y,,about average height,126.52,brown,80,H57L58,24,Hughes,HughesH57L58,3.02,3.02,3.73,10,Left,
Joni Campos,A,92.90,2.28,62,D-,84.52,19,8,12,10,Low,Medium,N,39,5,10,N,N,,medium height,226.67,green,3,HF3CUU,2,Kinney,KinneyHF3CUU,2.08,2.08,2.15,3,Left,
Rebeca Pitts,F,12.02,17.55,5,F,64.79,11,19,9,9,Low,Medium,N,19,6,11,Y,Y,,about average height,43.94,green,69,DJRBPA,9,O'Gallagher,O'GallagherDJRBPA,1.21,1.21,1.54,3,Right,
Weronika Edwards,F,54.04,38.13,76,C,84.23,9,20,5,11,Medium,Medium,Y,14,1,9,N,N,,about average height,70.33,green,78,R3L3B7,2,Hicks,HicksR3L3B7,1.37,1.37,1.30,14,Left,
Stanislaw Booker,A-,91.16,87.97,51,F,42.89,8,14,0,3,Medium,High,Y,20,6,7,Y,N,,above average height,290.26,blue,90,K8OCKO,10,Mccaffrey,MccaffreyK8OCKO,1.28,1.28,3.55,3,Mid,
Jace Benson,A-,90.82,80.12,5,F,68.25,15,17,13,1,Medium,Low,N,8,2,8,N,N,,about average height,22.32,green,56,LT5FLM,1,Villalobos,VillalobosLT5FLM,0.63,0.63,2.79,7,Right,
Natasha O'Brien,C-,70.43,65.69,87,B+,20.17,9,16,0,19,Low,Medium,Y,6,5,10,N,N,,above average height,256.75,green,31,S95PRD,11,Cantrell,CantrellS95PRD,1.97,1.97,0.53,5,Right,
Georgie Hernandez,A,96.35,10.36,6,F,86.77,11,9,1,12,High,Low,N,5,2,7,N,Y,,about average height,238.42,blue,1,IV1TFC,14,Couch,CouchIV1TFC,3.38,3.38,0.70,13,Mid,
Dylon Hunt,B,82.97,31.57,42,F,52.84,2,3,17,15,High,Medium,N,27,5,7,Y,Y,,tallish,199.84,green,77,CBF49E,22,Richardson,RichardsonCBF49E,3.41,3.41,0.30,4,Mid,
Mitchell Martin,D+,68.64,22.68,34,F,97.69,0,20,5,8,Low,High,Y,18,4,7,Y,N,,medium height,142.33,green,79,P87IBD,24,Ellwood,EllwoodP87IBD,0.38,0.38,1.93,16,Left,
Lubna Snyder,A,99.24,19.65,2,F,28.16,20,2,10,13,Medium,Low,Y,27,4,10,Y,N,,shortish,262.92,brown,3,8P9UTG,12,Bates,Bates8P9UTG,3.86,3.86,1.02,13,Right,
Tomos Hewitt,D-,62.49,12.65,63,D-,70.40,9,16,6,20,High,Low,N,21,3,7,N,N,,below average height,145.07,brown,56,8NGAJQ,3,Zimmerman,Zimmerman8NGAJQ,2.95,2.95,3.91,10,Left,
Libbie Pennington,F,19.39,68.44,16,F,15.12,18,18,14,8,Medium,Medium,N,39,4,8,N,N,,below average height,222.62,green,85,EE55OU,15,Salt,SaltEE55OU,2.88,2.88,0.79,11,Mid,
Zaara Blankenship,A,96.34,57.65,56,F,90.90,19,2,6,0,High,Medium,Y,34,6,10,Y,Y,,tall,260.03,blue,73,3M0M2F,12,Wilkins,Wilkins3M0M2F,1.71,1.71,0.24,12,Left,
Charlton Robson,F,48.85,18.46,61,D-,76.47,7,13,12,20,High,High,Y,10,5,11,Y,N,,about average height,269.78,blue,46,NFD9LJ,10,Reese,ReeseNFD9LJ,3.25,3.25,1.99,16,Mid,
Imogen Brandt,F,12.23,95.65,82,B-,25.35,17,13,9,18,High,Low,N,20,5,7,Y,N,,very short,141.16,brown,90,ZOVZX5,17,Mccarthy,MccarthyZOVZX5,0.82,0.82,0.85,3,Right,
Melanie Alfaro,F,47.90,5.07,58,F,91.17,16,5,6,16,Low,Low,N,6,2,11,Y,N,,tall,193.86,blue,31,HHWX4K,18,Crossley,CrossleyHHWX4K,2.75,2.75,3.26,15,Right,
Annie Allman,F,41.75,30.53,40,F,28.68,19,17,16,11,Low,High,N,32,6,8,Y,Y,,above average height,97.54,blue,99,7R2PT6,17,Whittle,Whittle7R2PT6,3.06,3.06,3.55,15,Mid,
Aydin Moyer,A,94.97,14.89,30,F,72.28,17,7,14,10,Medium,Medium,Y,34,1,9,Y,Y,,below average height,23.35,green,58,C5RNOM,1,Dean,DeanC5RNOM,2.45,2.45,1.17,10,Mid,
Dolores Marin,F,3.23,15.36,72,C-,3.64,13,0,17,12,High,Medium,N,31,5,8,N,N,,about average height,240.21,blue,58,QGBG1J,11,Perry,PerryQGBG1J,2.66,2.66,2.43,3,Mid,
Kaci Stephens,C,72.77,14.75,70,D+,61.62,10,19,20,17,High,Medium,N,14,5,9,Y,N,,below average height,30.24,green,92,9KNPJ0,17,Betts,Betts9KNPJ0,0.66,0.66,2.77,15,Left,
Pheobe Wang,B,84.02,56.71,23,F,39.84,8,5,9,0,Medium,High,Y,24,2,9,Y,Y,,very tall,251.88,brown,72,K6VSKY,12,Wood,WoodK6VSKY,0.44,0.44,3.11,6,Right,
Shanice Hunter,A-,90.45,53.22,71,C-,71.96,9,7,15,18,Medium,Medium,Y,33,6,10,N,Y,,very tall,203.91,brown,89,RLV2QQ,4,Mcclain,McclainRLV2QQ,2.07,2.07,2.17,10,Mid,
Dua Rahman,F,27.60,24.26,2,F,93.62,3,19,20,16,High,Low,N,40,6,9,N,N,,above average height,290.89,blue,13,H7Q6EO,3,Britton,BrittonH7Q6EO,0.53,0.53,2.66,3,Left,
Astrid Moreno,F,43.93,11.75,25,F,89.46,16,16,14,8,Low,Medium,Y,15,5,11,Y,N,,about average height,246.66,blue,59,BNEGYQ,5,Winters,WintersBNEGYQ,3.68,3.68,3.68,6,Right,
Mikaeel Erickson,B,83.44,5.04,2,F,5.80,19,15,2,17,Medium,Low,N,32,6,9,N,N,,below average height,117.58,blue,60,OKXVBQ,9,Foley,FoleyOKXVBQ,3.65,3.65,1.04,6,Mid,
Kim Browning,C-,71.45,0.66,38,F,22.97,20,19,12,3,High,Low,Y,9,2,11,Y,N,,medium height,227.16,blue,48,7B8GIT,7,Hampton,Hampton7B8GIT,1.67,1.67,0.90,14,Right,
Francesco Wilkes,F,57.66,52.52,86,B,57.89,13,14,5,7,Low,High,Y,9,5,7,N,N,,tall,9.11,green,39,78FMI3,11,Mcneil,Mcneil78FMI3,2.06,2.06,0.56,4,Left,
Billie Wills,F,54.09,86.10,7,F,98.15,10,10,12,13,Medium,High,Y,36,6,11,Y,Y,,about average height,29.11,green,23,DQ4IE6,16,Escobar,EscobarDQ4IE6,0.11,0.11,0.58,6,Mid,
Kayne Oneal,F,31.32,33.33,7,F,64.11,2,10,15,3,Medium,Medium,Y,21,5,7,N,N,,about average height,154.06,green,7,CIIHKA,21,Davila,DavilaCIIHKA,0.05,0.05,2.79,12,Right,
Sierra Shah,C-,69.50,25.44,77,C,71.15,6,5,12,11,High,Medium,N,15,1,8,Y,Y,,tallish,289.20,green,66,5AV44F,8,Arnold,Arnold5AV44F,2.36,2.36,1.74,7,Right,
Ella-Rose Potter,A,92.95,23.63,85,B,95.86,16,4,18,8,Medium,Low,N,39,2,9,N,N,,tall,11.01,green,33,HJEV50,21,Pierce,PierceHJEV50,0.64,0.64,3.72,14,Right,
Amrita Sanders,F,33.28,64.15,67,D,2.99,6,17,7,7,Low,Medium,Y,40,5,8,Y,Y,,below average height,12.13,green,50,PDETCF,24,Fischer,FischerPDETCF,1.44,1.44,1.26,16,Mid,
Khalid Galindo,D+,66.77,92.45,73,C-,4.90,11,10,20,20,Medium,Low,N,36,1,10,N,N,,tall,141.23,brown,72,PWBKB2,7,Austin,AustinPWBKB2,3.17,3.17,3.30,2,Mid,
Coral Carter,F,35.60,45.65,77,C+,92.37,12,0,17,16,Medium,Low,N,6,3,11,Y,N,,very short,105.67,green,78,L0ZJ6I,24,Ayers,AyersL0ZJ6I,1.31,1.31,1.97,12,Right,
Tasmin Noble,A,96.76,54.15,21,F,89.17,15,13,10,17,Low,Medium,N,28,2,9,Y,Y,,very tall,220.09,blue,59,8BTBJF,3,Fields,Fields8BTBJF,3.25,3.25,1.93,14,Mid,
Jaylen Whitley,D-,61.59,85.47,5,F,13.65,5,20,8,0,High,Medium,N,23,2,11,Y,Y,,very short,94.60,blue,59,RP5K1W,21,Payne,PayneRP5K1W,3.78,3.78,2.65,15,Mid,
Connah Bowden,A,94.48,93.01,1,F,74.02,17,7,8,13,Medium,High,N,16,1,7,Y,N,,shortish,81.20,blue,78,T1DN2T,20,Whitaker,WhitakerT1DN2T,1.64,1.64,3.76,5,Left,
Ashanti Sheppard,D-,61.23,83.12,17,F,92.23,0,10,0,2,Low,Medium,N,38,6,8,N,N,,shortish,247.34,green,47,0GDXYL,8,Hogan,Hogan0GDXYL,2.78,2.78,2.17,2,Left,
Wilson Adams,F,19.63,0.45,14,F,73.11,11,9,19,17,High,Low,Y,18,6,7,N,N,,tall,101.27,green,80,Z381NT,21,Brady,BradyZ381NT,3.86,3.86,1.99,7,Mid,
Orson Cooke,F,32.29,98.29,42,F,20.85,16,12,17,11,Low,Medium,Y,39,3,9,Y,Y,,short,223.43,green,35,USWCHM,18,Bowden,BowdenUSWCHM,1.92,1.92,2.33,10,Left,
Lilly Penn,F,4.37,95.75,46,F,33.29,10,17,18,8,High,Medium,Y,37,5,8,N,Y,,very short,77.46,brown,40,7GFQTV,13,Watkins,Watkins7GFQTV,1.28,1.28,2.87,8,Mid,
Jareth Richards,F,47.63,61.59,54,F,68.82,10,12,17,13,Low,Medium,Y,8,4,11,Y,Y,,tallish,286.14,green,87,P6HC1O,2,Henry,HenryP6HC1O,0.01,0.01,3.77,10,Mid,
Efe Bernal,D+,68.91,35.24,55,F,34.85,5,15,13,6,Low,Medium,N,38,5,8,Y,N,,medium height,67.17,brown,2,Q4OR0Y,6,Dickson,DicksonQ4OR0Y,2.38,2.38,3.40,13,Mid,
Mina Hayden,F,22.61,87.84,16,F,19.26,17,3,6,20,High,Low,N,19,4,7,N,Y,,above average height,286.64,blue,85,MVDDW2,15,Tyson,TysonMVDDW2,3.45,3.45,3.06,8,Mid,
Ingrid Blundell,D+,69.03,67.77,34,F,13.07,14,18,15,15,Low,Low,N,19,2,10,Y,Y,,tall,159.98,blue,8,BU8TAM,16,Power,PowerBU8TAM,2.59,2.59,3.41,3,Mid,
Gillian Marks,B-,80.93,19.92,50,F,77.38,17,4,6,1,High,Low,N,21,5,7,N,Y,,above average height,140.37,green,39,4NUQ3R,2,Clegg,Clegg4NUQ3R,1.43,1.43,0.23,12,Mid,
Dawson Harding,F,57.71,98.37,14,F,57.39,18,13,8,2,High,Low,Y,6,4,9,Y,Y,,above average height,149.38,blue,29,7W374D,11,Barry,Barry7W374D,0.45,0.45,2.68,1,Left,
Devin Stark,B+,88.78,80.13,74,C,63.02,6,11,5,4,Low,High,N,4,6,11,N,N,,tall,264.90,blue,83,OZ45BS,17,Bull,BullOZ45BS,0.33,0.33,3.22,1,Right,
Nelly Pemberton,F,34.60,70.11,22,F,54.79,20,2,10,1,Low,Low,Y,3,4,9,N,N,,tall,183.35,green,63,O9AW1E,10,Mellor,MellorO9AW1E,0.79,0.79,1.54,13,Mid,
Maxine Arnold,F,14.89,61.28,28,F,70.19,2,3,10,0,High,High,Y,6,5,8,Y,Y,,short,213.93,blue,66,KCYVVU,5,Moyer,MoyerKCYVVU,2.33,2.33,1.72,4,Right,
Nile Portillo,D+,66.91,61.91,65,D,52.89,2,16,8,19,High,Low,Y,16,6,9,N,N,,about average height,31.06,brown,1,YNSX8R,12,Xiong,XiongYNSX8R,1.13,1.13,3.67,16,Left,
Clinton Mellor,A,92.72,65.93,57,F,15.59,20,2,0,10,Low,Medium,N,1,6,11,N,Y,,tall,110.60,brown,43,Q2VXR8,7,Brandt,BrandtQ2VXR8,2.45,2.45,1.42,11,Left,
Muhammad Wilkerson,F,15.66,90.82,18,F,29.74,4,1,10,6,High,High,N,18,3,7,Y,N,,about average height,101.56,blue,93,SDCZS6,18,Potter,PotterSDCZS6,1.81,1.81,0.97,10,Right,
Ernest Kramer,B,84.21,86.84,29,F,49.23,12,6,13,19,High,High,N,8,5,9,Y,Y,,above average height,161.50,green,58,ZT29YX,19,Donaldson,DonaldsonZT29YX,1.47,1.47,2.90,15,Left,
Alena Holman,F,36.25,56.07,12,F,33.21,3,18,1,6,Medium,Low,Y,8,4,7,N,Y,,above average height,0.70,brown,4,OP7DM5,3,Redmond,RedmondOP7DM5,1.40,1.40,1.20,9,Right,
Stephen Mccabe,F,16.40,25.60,56,F,22.14,11,20,6,10,High,High,N,13,2,11,N,Y,,tall,69.95,blue,99,J5LY6Y,11,Merritt,MerrittJ5LY6Y,2.58,2.58,2.91,13,Mid,
Aidan Hendricks,F,36.97,95.87,34,F,44.05,10,8,17,7,Medium,High,N,40,2,11,N,Y,,tall,87.66,green,30,WS53I7,2,Pope,PopeWS53I7,2.54,2.54,2.63,16,Mid,
Romeo Oconnor,F,8.67,42.35,6,F,9.40,14,8,12,3,High,High,Y,39,6,11,N,N,,tallish,199.95,green,86,EJGO00,10,Mcintyre,McintyreEJGO00,0.08,0.08,1.83,7,Mid,
Syed Rice,,48.53,,55,F,20.91,,15,11,,Medium,Medium,,,4,,,,,,,,74,,21,,,,,,15,Mid,
Nayan Gates,F,57.47,56.22,92,A-,13.44,3,5,4,8,High,Low,N,13,2,11,N,Y,,short,48.98,blue,33,L8CPVO,10,Cairns,CairnsL8CPVO,0.16,0.16,1.94,15,Mid,
Tamanna Woods,B,86.02,57.17,95,A,33.12,5,10,7,9,High,Medium,N,30,2,10,Y,Y,,about average height,189.63,green,41,A6769Z,24,Henson,HensonA6769Z,2.27,2.27,3.12,12,Right,
Dorian Hensley,F,45.58,77.11,71,C-,34.26,5,17,0,12,High,High,N,21,3,8,Y,Y,,above average height,165.48,brown,86,UZK2S3,7,Hood,HoodUZK2S3,1.67,1.67,0.02,12,Right,
Kady Jimenez,A,95.86,3.67,36,F,71.91,11,10,16,6,High,Low,N,16,6,9,N,N,,below average height,35.00,brown,51,682J4P,19,Ireland,Ireland682J4P,3.05,3.05,1.49,4,Mid,
Aiyla Betts,F,54.60,3.49,55,F,65.32,9,16,14,11,High,High,N,40,4,9,N,Y,,above average height,51.42,brown,21,EB3HA4,3,Brooks,BrooksEB3HA4,1.85,1.85,1.54,12,Mid,
Kris Hutchinson,F,32.92,43.69,11,F,83.72,20,11,0,19,Low,Low,N,7,3,7,Y,Y,,tall,235.02,brown,99,EL990Q,9,Mohammed,MohammedEL990Q,1.66,1.66,2.10,5,Left,
Jayce Roy,C+,77.71,45.28,31,F,74.43,18,8,4,0,Medium,Low,Y,17,2,7,Y,N,,below average height,134.67,brown,77,9PX7U7,3,Ratliff,Ratliff9PX7U7,2.02,2.02,1.88,4,Mid,
Elora O'Neill,F,57.63,75.87,62,D-,45.48,8,13,20,13,Low,High,N,24,5,8,Y,Y,,below average height,286.92,blue,88,X0I983,14,Faulkner,FaulknerX0I983,3.57,3.57,3.61,9,Right,
Sammy-Jo Berg,F,42.88,42.70,28,F,5.07,16,18,10,15,Medium,Medium,N,3,4,8,N,Y,,medium height,166.87,green,76,GEU9QU,20,Curtis,CurtisGEU9QU,3.60,3.60,0.75,14,Left,
Mekhi Nunez,B-,81.43,0.16,38,F,2.45,3,1,20,2,High,Low,N,18,3,11,N,Y,,short,164.93,blue,61,RZ2CRS,3,Archer,ArcherRZ2CRS,1.56,1.56,3.00,3,Right,
Kaya Whitehead,A,93.94,33.39,73,C,17.86,18,11,18,5,Low,High,N,1,1,8,N,Y,,medium height,78.39,blue,47,Y51MXA,23,George,GeorgeY51MXA,1.39,1.39,1.65,10,Mid,
Ffion Sumner,B-,80.54,27.25,13,F,8.58,11,6,19,6,High,Medium,N,36,6,11,N,Y,,about average height,285.82,brown,7,O1XQCI,1,Rudd,RuddO1XQCI,2.35,2.35,3.25,2,Right,
Dawud Sharpe,D+,67.96,98.63,7,F,13.47,8,15,16,7,Low,Low,Y,28,6,9,N,Y,,above average height,204.40,brown,28,658YTY,21,Leonard,Leonard658YTY,3.47,3.47,1.95,14,Mid,
Graeme Herring,F,44.24,9.30,79,C+,40.50,2,0,4,10,High,Medium,Y,36,3,8,Y,N,,very short,87.58,blue,89,2G03DK,6,Searle,Searle2G03DK,0.71,0.71,0.03,16,Left,
Sid Bowden,B+,86.52,60.30,35,F,22.26,2,0,6,17,Medium,High,Y,7,3,7,Y,Y,,below average height,66.06,blue,82,Y8ZP8O,14,Whitley,WhitleyY8ZP8O,2.10,2.10,0.15,7,Left,
Baran Navarro,F,25.11,57.74,31,F,75.12,18,12,19,20,High,High,N,25,2,8,Y,Y,,about average height,254.40,green,57,N6T6WZ,14,Doyle,DoyleN6T6WZ,0.90,0.90,2.08,10,Right,
Elyse Malone,F,13.91,6.69,35,F,87.62,0,16,14,2,High,Medium,Y,13,2,7,N,Y,,below average height,272.96,blue,1,HZ72FD,16,Roberson,RobersonHZ72FD,3.67,3.67,0.84,1,Left,
Parker Compton,D,64.88,77.50,24,F,19.17,11,12,14,13,Low,Low,N,16,2,9,Y,Y,,above average height,113.14,blue,36,T8PJHP,5,Rodriquez,RodriquezT8PJHP,0.54,0.54,1.97,15,Left,
Heena Butler,D-,60.53,94.29,66,D,72.70,4,15,17,20,Medium,Low,N,19,1,9,Y,N,,medium height,220.22,blue,97,1BQHO4,14,Flower,Flower1BQHO4,1.67,1.67,0.77,7,Left,
Ebony Villa,C+,77.49,89.26,99,A,13.48,17,15,16,14,High,Low,Y,19,2,11,Y,N,,about average height,252.60,green,87,0LM9NQ,10,Stacey,Stacey0LM9NQ,3.10,3.10,2.36,16,Right,
Shakil Kane,D-,61.24,84.33,61,D-,71.76,17,19,10,3,Low,High,N,32,6,8,N,Y,,above average height,75.71,brown,12,WPBHHG,11,Blair,BlairWPBHHG,2.92,2.92,1.76,15,Mid,
Rivka Corona,F,48.69,73.32,52,F,56.11,18,19,15,10,Medium,Medium,N,9,6,8,Y,Y,,below average height,8.88,blue,92,J049U3,23,Wright,WrightJ049U3,0.11,0.11,2.66,4,Mid,
Dua Amin,C-,72.45,23.63,75,C,19.60,17,19,9,20,Low,High,N,12,5,7,N,Y,,above average height,187.14,green,10,3EGIDU,9,Mcmahon,Mcmahon3EGIDU,1.57,1.57,0.82,6,Right,
Anwar Robinson,F,2.39,75.13,77,C+,2.47,13,9,17,2,Low,Low,N,7,5,11,N,Y,,below average height,32.26,brown,10,4ZOCDS,18,Mitchell,Mitchell4ZOCDS,2.64,2.64,2.31,9,Left,
Jordan Mcguire,B-,81.24,46.44,1,F,30.90,8,6,0,6,Low,High,Y,26,2,11,Y,N,,shortish,92.38,brown,85,BEOMAJ,7,Anderson,AndersonBEOMAJ,0.88,0.88,2.17,2,Right,
Hanifa Sears,D+,69.27,1.16,59,F,72.95,2,0,17,17,Medium,Low,Y,9,5,11,Y,N,,below average height,129.26,blue,66,11KQYI,12,Rennie,Rennie11KQYI,3.37,3.37,1.57,3,Left,
Dora Costa,F,54.68,71.07,20,F,41.59,18,6,11,3,Low,Low,Y,35,5,10,N,N,,below average height,94.22,green,37,VHYASA,22,Draper,DraperVHYASA,2.50,2.50,0.88,2,Left,
